Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Publisher,Date Published,Year Published,Genre,Summary,Number of Pages,Language,ISBN,Physical Location,Google VolumeID
Episodios Nacionales de BENITO PÉREZ GALDÓS. Biblioteca El Mundo.,Carlos VI en La Rápida. La vuelta al mundo en la Numancia,Cuarta,19.0,Benito Pérez Galdós,"Galdós, Benito Pérez",Espada Calpe para grupo Editorial,,,Histórico,"Los Episodios nacionales son una serie de 46 novelas históricas escritas por Benito Pérez Galdós entre 1872 y 1912.
Su objetivo era narrar de forma novelada la historia de España desde la batalla de Trafalgar (1805) hasta la Restauración borbónica (1874).

Galdós mezcla personajes ficticios (jóvenes protagonistas que crecen y cambian) con personajes históricos reales (reyes, militares, políticos), creando una especie de “novela histórica nacional” muy viva y accesible.

⸻

🔖 Organización

La obra está dividida en cinco series:
	1.	Primera serie (1805-1814):
	•	Desde Trafalgar hasta la entrada de Fernando VII en Madrid.
	•	Tema central: la Guerra de la Independencia contra Napoleón.
	•	Protagonista recurrente: Gabriel de Araceli, un joven gaditano.
	2.	Segunda serie (1814-1833):
	•	El reinado de Fernando VII, el absolutismo y los conflictos liberales.
	•	Aparece Salvador Monsalud, héroe liberal.
	3.	Tercera serie (1833-1846):
	•	Guerras carlistas y regencias de María Cristina y Espartero.
	•	Gran protagonismo de los conflictos civiles.
	4.	Cuarta serie (1846-1868):
	•	Década moderada, reinado de Isabel II y revolución de 1868 (La Gloriosa).
	•	Narra el deterioro de la monarquía isabelina.
	5.	Quinta serie (1868-1874):
	•	El Sexenio Revolucionario: gobierno provisional, Amadeo de Saboya, Primera República y restauración de Alfonso XII.
	•	Refleja la inestabilidad y las tensiones sociales.",296.0,español,9788467028614.0,Estantería 1.1,sKzS64PP_zgC
Episodios Nacionales de BENITO PÉREZ GALDÓS. Biblioteca El Mundo.,Prim. La de los tristes destinos,Cuarta,20.0,Benito Pérez Galdós,"Galdós, Benito Pérez",Espada Calpe para grupo Editorial,,,Histórico,,320.0,,9788467028621.0,Estantería 1.1,
Episodios Nacionales de BENITO PÉREZ GALDÓS. Biblioteca El Mundo.,España sin rey. España trágica,Quinta,21.0,Benito Pérez Galdós,"Galdós, Benito Pérez",Espada Calpe para grupo Editorial,,,Histórico,,304.0,,9788467028638.0,Estantería 1.1,
Episodios Nacionales de BENITO PÉREZ GALDÓS. Biblioteca El Mundo.,Amadeo I. La primera República,Quinta,22.0,Benito Pérez Galdós,"Galdós, Benito Pérez",Espada Calpe para grupo Editorial,,,Histórico,,356.0,,9788467028645.0,Estantería 1.1,
Episodios Nacionales de BENITO PÉREZ GALDÓS. Biblioteca El Mundo.,De Cartago a Sagunto. Cánovas,Quinta,23.0,Benito Pérez Galdós,"Galdós, Benito Pérez",Espada Calpe para grupo Editorial,,,Histórico,"Los Episodios nacionales son una serie de 46 novelas históricas escritas por Benito Pérez Galdós entre 1872 y 1912.
Su objetivo era narrar de forma novelada la historia de España desde la batalla de Trafalgar (1805) hasta la Restauración borbónica (1874).

Galdós mezcla personajes ficticios (jóvenes protagonistas que crecen y cambian) con personajes históricos reales (reyes, militares, políticos), creando una especie de “novela histórica nacional” muy viva y accesible.

⸻

🔖 Organización

La obra está dividida en cinco series:
	1.	Primera serie (1805-1814):
	•	Desde Trafalgar hasta la entrada de Fernando VII en Madrid.
	•	Tema central: la Guerra de la Independencia contra Napoleón.
	•	Protagonista recurrente: Gabriel de Araceli, un joven gaditano.
	2.	Segunda serie (1814-1833):
	•	El reinado de Fernando VII, el absolutismo y los conflictos liberales.
	•	Aparece Salvador Monsalud, héroe liberal.
	3.	Tercera serie (1833-1846):
	•	Guerras carlistas y regencias de María Cristina y Espartero.
	•	Gran protagonismo de los conflictos civiles.
	4.	Cuarta serie (1846-1868):
	•	Década moderada, reinado de Isabel II y revolución de 1868 (La Gloriosa).
	•	Narra el deterioro de la monarquía isabelina.
	5.	Quinta serie (1868-1874):
	•	El Sexenio Revolucionario: gobierno provisional, Amadeo de Saboya, Primera República y restauración de Alfonso XII.
	•	Refleja la inestabilidad y las tensiones sociales.",384.0,español,9788467028652.0,Estantería 1.1,DtfhzAEACAAJ
Historia de la democracia,"1975-1995, 20 años de nuestra vida : la aventura de la libertad",,,Fernando Bermejo,"Bermejo, Fernando",Unidad Editorial,,1995.0,,,968.0,español,9788492005956.0,Estantería 1.1,FPkrAAAACAAJ
La estrategia del parásito,,,,César Mallorquí,"Mallorquí, César",Fundación Santa María-Ediciones SM,2019/03/01,2019.0,,,144.0,español,9788491825234.0,Estantería 1.1,-YU1wwEACAAJ
La pirámide roja / The Red Pyramid,,,,Rick Riordan,"Riordan, Rick",PRH Grupo Editorial,2019/07/23,2019.0,Juvenile Fiction,"Nos quedan solo unas horas, así que escucha con atención. Si estás oyendo esta historia, ya corres peligro. Mi hermana Sadie y yo podríamos ser tu única esperanza.Todo empezó en Londres, la noche en que nuestro padre hizo explotar el Museo Británico con un extraño conjuro. Fue entonces cuando nos enteramos de que, además de un reconocido arqueólogo, era una especie de mago del Antiguo Egipto. Rodeado de valiosas antigüedades, empezó a entonar extrañas palabras... Algo debió de salir mal porque la sala quedó reducida a escombros; Set, el dios del caos, apareció de la nada envuelto en llamas y a nuestro padre se lo tragó la tierra...No puedo decirte nada más; el resto deberás descubrirlo tú.ENGLISH DESCRIPTIONIf you haven't yet read the Kane Chronicles, Rick Riordan's action-adventure trilogy based on Ancient Egyptian mythology, don't miss this paperback edition with new cover art and a Percy Jackson-Kane Chronicles crossover story, ""The Son of Sobek."" Since their mother's death, Carter and Sadie have become near strangers. While Sadie has lived with her grandparents in London, her brother has traveled the world with their father, the brilliant Egyptologist, Dr. Julius Kane. One night, Dr. Kane brings the siblings together for a ""research experiment"" at the British Museum, where he hopes to set things right for his family. Instead, he unleashes the Egyptian god Set, who banishes him to oblivion and forces the children to flee for their lives.Soon, Sadie and Carter discover that the gods of Egypt are waking, and the worst of them--Set?has his sights on the Kanes. To stop him, the siblings embark on a dangerous journey across the globe -- a quest that brings them ever closer to the truth about their family, and their links to a secret order that has existed since the time of the pharaohs.",480.0,español,9788484417552.0,Estantería 1.1,tHGREAAAQBAJ
La sombra de la serpiente,,,,Rick Riordan,"Riordan, Rick","Random House Mondadori, S.A.",,2012.0,Serie:The_Kane_Chronicles,,373.0,,9788484418900.0,Estantería 1.1,
Manual de instrucciones para el fin del mundo,,,,César Mallorquí,"Mallorquí, César",Fundación Santa María-Ediciones SM,2019/03/01,2019.0,,"Lo llaman «Miyazaki» y es un parásito. Te vigila desde cualquier ordenador, cámara o móvil conectado a la red. Te controla. Y tiene un plan para destruir el mundo. Sabes de lo que estoy hablando, ¿verdad? Pues presta atención: todavía queda una esperanza. La Resistencia se está preparando para contraatacar. Somos pocos, pero no vamos a rendirnos sin luchar. Únete a los Wizards... Mientras Óscar Herrero vagabundea por el norte de España sin dejar de pensar en Judit, Tristan Hacher estudia los efectos de la bacteria Sokaris en un laboratorio al sur de Francia; Dolores Smith descubre algo extraño sobre la empresa informática Tesseract Systems, e Ichiro Tanaka huye de Tokio siguiendo el rastro de un pendrive y una novela de César Mallorquí. Y, entretanto, Black-Cat está reuniendo a hackers de todo el mundo para hacer frente al parásito porque... Miyazaki te vigila. Internet es Miyazaki. Las crónicas del parásito, una vertiginosa trilogía de intriga y misterio, incluye los títulos: La estrategia del parásito, Manual de instrucciones para el fin del mundo y La hora zulú.",200.0,español,9788491825227.0,Estantería 1.1,zKdBwwEACAAJ
Monarquía e imperio,el reinado de Carlos V,,,John Lynch,"Lynch, John",El País,,2007.0,,La herencia de los Habsburgo - Carlos I de España - El Emperador Carlos V - España durante la revolución de precios - España y América.,480.0,español,9788498157567.0,Estantería 1.1,5EiGRAAACAAJ
Adolfo Suárez,la apuesta del Rey (1976-1981),,,"Victoria Prego,Victoria Prego de Oliver y Tolivar","Prego, Victoria",El Mundo,,2002.0,,,143.0,español,9788489780910.0,Estantería 1.2,S7qPPQAACAAJ
Breve historia de España,,,,"Fernando García de Cortázar,José Manuel González Vesga","Cortázar, Fernando García de",Altaya,,1996.0,,,740.0,español,9788448706401.0,Estantería 1.2,RgdXPwAACAAJ
El Franquismo año a año. 1,"Franco-Hitler, diálogo de sordos en Hendaya. 1",,,Juan Carlos Laviana,"Laviana, Juan Carlos",Unidad Editorial,,2006.0,Franquismo,,199.0,español,9788489192591.0,Estantería 1.2,qDVmAAAACAAJ
El Franquismo año a año. 2,la División Azul : España quiere vengarse del comunismo. 1941-1942. 2,,,Juan Carlos Laviana,"Laviana, Juan Carlos",Unidad Editorial,,2006.0,Franquismo,,201.0,español,9788489192584.0,Estantería 1.2,BWnLtAEACAAJ
El Franquismo año a año. 3,Franco viste de uniforme a las Cortes. 3,,,Juan Carlos Laviana,"Laviana, Juan Carlos",Unidad Editorial,,2006.0,Franquismo,,201.0,español,9788489192614.0,Estantería 1.2,9wutAAAACAAJ
El franquismo año a año. 4,La liberación de París anima al maquis a reconquistar España. 4,,,Juan Carlos Laviana,"Laviana, Juan Carlos",Unidad Editorial,,,Franquismo,,199.0,español,9788489192584.0,Estantería 1.2,5qNGAQAACAAJ
El franquismo año a año. 5,"Ortega, padre de la República, vuelve a la España franquista. 5",,,Juan Carlos Laviana,"Laviana, Juan Carlos",Unidad Editorial,,,Franquismo,,,,,Estantería 1.2,
El franquismo año a año. 6,El Régimen moviliza a los españoles contra la ONU. 6,,,Juan Carlos Laviana,"Laviana, Juan Carlos",Unidad Editorial,,,Franquismo,,,,,Estantería 1.2,
El franquismo año a año. 7,"Los españoles se rinden ante Evita, ""madrina de los descamisados"".",,,Juan Carlos Laviana,"Laviana, Juan Carlos",Unidad Editorial,,,Franquismo,,,,,Estantería 1.2,
El franquismo año a año. 8,"Entrevista en el ""Azor"": la monarquía tendrá que esperar. 8",,,Juan Carlos Laviana,"Laviana, Juan Carlos",Unidad Editorial,,,Franquismo,,,,,Estantería 1.2,
El franquismo año a año. 9,"España, reserva espiritual de Occidente. 9",,,Juan Carlos Laviana,"Laviana, Juan Carlos",Unidad Editorial,,,Franquismo,,,,,Estantería 1.2,
El franquismo año a año. 10,Las estrellas llegan a España: se acabó el aislamiento. 10,,,Juan Carlos Laviana,"Laviana, Juan Carlos",Unidad Editorial,,,Franquismo,,,,,Estantería 1.2,
El franquismo año a año. 11,Franco cambia de guardia. 11,,,Juan Carlos Laviana,"Laviana, Juan Carlos",Unidad Editorial,,,Franquismo,,,,,Estantería 1.2,
El franquismo año a año. 12,Queda inaugurado este pantano. 12,,,Juan Carlos Laviana,"Laviana, Juan Carlos",Unidad Editorial,,,Franquismo,,,,,Estantería 1.2,
El franquismo año a año. 13,… Y por fin Mr. Marshall llega a España. 13,,,Juan Carlos Laviana,"Laviana, Juan Carlos",Unidad Editorial,,,Franquismo,,,,,Estantería 1.2,
El franquismo año a año. 14,"Un grito unánime: ¡Gibraltar, español! 14",,,Juan Carlos Laviana,"Laviana, Juan Carlos",Unidad Editorial,,,Franquismo,,,,,Estantería 1.2,
El franquismo año a año. 15,La bandera española ondea en la ONU. 15,,,Juan Carlos Laviana,"Laviana, Juan Carlos",Unidad Editorial,,,Franquismo,,,,,Estantería 1.2,
El franquismo año a año. 16,El fin del sueño colonial. 16,,,Juan Carlos Laviana,"Laviana, Juan Carlos",Unidad Editorial,,,Franquismo,,,,,Estantería 1.2,
El franquismo año a año. 17,Los tecnócratas cambian la cara al Régimen. 17,,,Juan Carlos Laviana,"Laviana, Juan Carlos",Unidad Editorial,,,Franquismo,,,,,Estantería 1.2,
El franquismo año a año. 18,El milagro económico español. 18,,,Juan Carlos Laviana,"Laviana, Juan Carlos",Unidad Editorial,,,Franquismo,,,,,Estantería 1.2,
El franquismo año a año. 19,Eisenhower trae a España el sueño americano. 19,,,Juan Carlos Laviana,"Laviana, Juan Carlos",Unidad Editorial,,,Franquismo,,,,,Estantería 1.2,
El franquismo año a año. 20,Spain is different: Llega la fiebre del turismo. 20,,,Juan Carlos Laviana,"Laviana, Juan Carlos",Unidad Editorial,,,Franquismo,,,,,Estantería 1.2,
El franquismo año a año. 21,La España de la emigración. 21,,,Juan Carlos Laviana,"Laviana, Juan Carlos",Unidad Editorial,,,Franquismo,,,,,Estantería 1.2,
El franquismo año a año. 22,Del contubernio de Múnich a la huelga minera. 22,,,Juan Carlos Laviana,"Laviana, Juan Carlos",Unidad Editorial,,,Franquismo,,,,,Estantería 1.2,
El franquismo año a año. 23,"Grimau, el último ejecutado de la Guerra Civil. 23",,,Juan Carlos Laviana,"Laviana, Juan Carlos",Unidad Editorial,,,Franquismo,,,,,Estantería 1.2,
El franquismo año a año. 24,"Franco celebra sus ""XXV años de paz"". 24",,,Juan Carlos Laviana,"Laviana, Juan Carlos",Unidad Editorial,,,Franquismo,,,,,Estantería 1.2,
El franquismo año a año. 25,Un nuevo estilo de gobernar. 25,,,Juan Carlos Laviana,"Laviana, Juan Carlos",Unidad Editorial,,,Franquismo,,,,,Estantería 1.2,
El franquismo año a año. 26,Del chapuzón de Palomares al final de la censura previa. 26,,,Juan Carlos Laviana,"Laviana, Juan Carlos",Unidad Editorial,,,Franquismo,,,,,Estantería 1.2,
El franquismo año a año. 27,CC.OO. aglutina la oposición al poder. 27,,,Juan Carlos Laviana,"Laviana, Juan Carlos",Unidad Editorial,,,Franquismo,,,,,Estantería 1.2,
El franquismo año a año. 28,Las primeras víctimas de ETA. 28,,,Juan Carlos Laviana,"Laviana, Juan Carlos",Unidad Editorial,,,Franquismo,,,,,Estantería 1.2,
El franquismo año a año. 29,"España, en estado de excepción. 29",,,Juan Carlos Laviana,"Laviana, Juan Carlos",Unidad Editorial,,,Franquismo,,,,,Estantería 1.2,
El franquismo año a año. 30,"El proceso de Burgos, el gran juicio contra ETA. 30",,,Juan Carlos Laviana,"Laviana, Juan Carlos",Unidad Editorial,,,Franquismo,,,,,Estantería 1.2,
El franquismo año a año. 31,La nueva cara de la Iglesia española. 31,,,Juan Carlos Laviana,"Laviana, Juan Carlos",Unidad Editorial,,,Franquismo,,,,,Estantería 1.2,
El franquismo año a año. 32,La izquierda se reorganiza. 32,,,Juan Carlos Laviana,"Laviana, Juan Carlos",Unidad Editorial,,,Franquismo,,,,,Estantería 1.2,
El franquismo año a año. 33,ETA asesina a Carrero. 33,,,Juan Carlos Laviana,"Laviana, Juan Carlos",Unidad Editorial,,,Franquismo,,,,,Estantería 1.2,
El franquismo año a año. 34,El espíritu del 12 de febrero. 34,,,Juan Carlos Laviana,"Laviana, Juan Carlos",Unidad Editorial,,,Franquismo,,,,,Estantería 1.2,
El franquismo año a año. 35,Agonía y muerte del franquismo. 35,,,Juan Carlos Laviana,"Laviana, Juan Carlos",Unidad Editorial,,,Franquismo,,,,,Estantería 1.2,
El franquismo año a año. 36,Las Cortes franquistas se hacen el harakiri. 36,,,Juan Carlos Laviana,"Laviana, Juan Carlos",Unidad Editorial,,,Franquismo,,,,,Estantería 1.2,
El franquismo año a año. 37,Los protagonistas y los hechos. 37,,,Juan Carlos Laviana,"Laviana, Juan Carlos",Unidad Editorial,,,Franquismo,,,,,Estantería 1.2,
Jose Maria Aznar Presidente,,,,Victoria Prego,"Prego, Victoria","Unidad Editorial, S.A.",2002/06/01,2002.0,,,97.0,español,9788489780941.0,Estantería 1.2,7hmnAAAACAAJ
Los 100 días que cambiaron España,,,,José Oneto,"Oneto, José",,,,,,,,,Estantería 1.2,
